Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE64680,"Hepatitis C virus functionally sequesters miR-122","Expression profiling by high throughput sequencing;Other","Homo sapiens",59,,,,25768906,,"Joseph M Luna","Jan 06, 2015"
GSE63314,"Stably-paused genes revealed through inhibition of transcription initiation by the TFIIH inhibitor Triptolide","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",23,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63314/suppl",25561494,SRP049823,"Ali Shilatifard","Jan 05, 2015"
GSE63863,"Promoter hypermethylation of TERT is associated with hepatocellular carcinoma in the Han Chinese population","Expression profiling by high throughput sequencing","Homo sapiens",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63863/suppl",25683523,SRP050551,"Hong Zhang","Jan 03, 2015"
GSE43785,"Redefinition of Human Androgen Responsive Elements [ChIP-Seq, RNA-Seq]","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",20,,"BED;TAGALIGN;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43785/suppl",25535248,SRP018241,"Xun Lan","Jan 01, 2015"
GSE43791,"Redefinition of Human Androgen Responsive Elements","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",40,,"BED;BW;TAGALIGN","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43791/suppl",25535248,,"Xun Lan","Jan 01, 2015"
GSE43984,"Transcriptome analysis of human sinusoidal endothelial cells, hepatocyte","Expression profiling by high throughput sequencing","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43984/suppl",,SRP018359,"Marc Jacquemin","Jan 01, 2015"
GSE47702,"ALDH2, CCNE1 and SMAD3 are Potential Prognostic Markers for Upper Tract Urothelial Carcinoma Revealed by Massively Parallel Sequencing.","Expression profiling by high throughput sequencing","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47702/suppl",25408144,SRP024268,"Gaille Joo","Jan 01, 2015"
GSE57344,"RNA-Seq Identifies Novel Myocardial Gene Expression Signatures of Heart Failure [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"FPKM_TRACKING;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57344/suppl",25528681,SRP041706,"Michael Patrick Morley","Jan 01, 2015"
GSE57345,"RNA-Seq Identifies Novel Myocardial Gene Expression Signatures of Heart Failure","Expression profiling by array;Expression profiling by high throughput sequencing","Homo sapiens",319,,"CEL;FPKM_TRACKING","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57345/suppl",25528681,,"Michael Patrick Morley","Jan 01, 2015"
GSE59089,"RNA-seq transcriptional profiling in primary human erythroid progenitor cells upon shRNA-mediated knockdown of PRC2 core subunits","Expression profiling by high throughput sequencing","Homo sapiens",15,,"RPKM","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59089/suppl",25578878,SRP044056,"Jian Xu","Jan 01, 2015"
GSE59090,"ChIP-seq and RNA-seq analysis of PRC2 core subunits in primary human erythroid progenitor cells","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",30,,"BED;RPKM;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59090/suppl",25578878,,"Jian Xu","Jan 01, 2015"
GSE60514,"KLF1 null neonates display hydrops fetalis and a deranged erythroid transcriptome","Expression profiling by high throughput sequencing;Third-party reanalysis","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60514/suppl",25724378,SRP045664,"Graham William Magor","Jan 01, 2015"
GSE61255,"SMYD2 specificly regulate BIX-01294 induced TP53 target genes revealed by RNA-Seq","Expression profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61255/suppl",25562686,SRP046741,"Min Wu","Jan 01, 2015"
GSE61626,"RNA-seq analysis of bronchosphere cultures of primary human bronchiolar epithelial cells","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61626/suppl",25480985,SRP047383,"Alexander Lange","Jan 01, 2015"
GSE61628,"Mst1/2-Yap in lung epithelial progenitor cells","Expression profiling by array;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",14,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61628/suppl",25480985,,"Alexander Lange","Jan 01, 2015"
GSE63042,"An integrated transcriptome and expressed variant analysis of sepsis survival and death","Expression profiling by high throughput sequencing","Homo sapiens",129,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63042/suppl",25538794,SRP050000,"Raymond J Langley","Jan 01, 2015"
GSE63190,"High throughput analysis of three human adipose cell lines PAZ6, SGBS and SW872","Expression profiling by high throughput sequencing","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63190/suppl",,SRP049714,"Andrea Guennoun","Jan 01, 2015"
GSE63646,"Expression and Prognostic impact of LncRNAs in Acute Myeloid Leukemia","Expression profiling by high throughput sequencing","Homo sapiens",71,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63646/suppl",25512507,SRP050272,"Ramiro Garzon","Jan 01, 2015"
GSE52715,"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells: RNA-Seq CIC data","Expression profiling by high throughput sequencing","Homo sapiens",12,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52715/suppl",25519510,SRP033307,"Ged Brady","Dec 31, 2014"
GSE52716,"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells: RNA-Seq MCF7 and MCF10A single cell data","Expression profiling by high throughput sequencing","Homo sapiens",10,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52716/suppl",25519510,SRP033309,"Ged Brady","Dec 31, 2014"
GSE52717,"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells","Expression profiling by array;Expression profiling by high throughput sequencing;Expression profiling by RT-PCR","Homo sapiens",64,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52717/suppl",25519510,,"Ged Brady","Dec 31, 2014"
GSE59364,"Extensive remodeling of DC function by rapid maturation-induced epigenetic gene silencing [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",14,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59364/suppl",,SRP044286,"Mark Ibberson","Dec 31, 2014"
GSE59365,"Extensive remodeling of DC function by rapid maturation-induced epigenetic gene silencing","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by genome tiling array","Homo sapiens",20,,"GFF;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59365/suppl",25104025,,"Mark Ibberson","Dec 31, 2014"
GSE60788,"The Sweden Canceromics Analysis Network - Breast (SCAN-B) Initiative: a large-scale multicenter infrastructure towards implementation of breast cancer genomic analyses in the clinical routine [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",55,,"CSV;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60788/suppl",25722745,SRP046928,"Lao H Saal","Dec 31, 2014"
GSE60789,"The Sweden Canceromics Analysis Network - Breast (SCAN-B) Initiative: a large-scale multicenter infrastructure towards implementation of breast cancer genomic analyses in the clinical routine","Expression profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",110,,,,25722745,,"Lao H Saal","Dec 31, 2014"
GSE61797,"Gene expression profiling of TGF-B/PDGF-induced CAF","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61797/suppl",,SRP047519,"Jun Mi","Dec 31, 2014"
GSE62098,"RNA-Seq of the corpus callosum from 12 individuals","Expression profiling by high throughput sequencing","Homo sapiens",12,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62098/suppl",25549968,SRP048683,"Jingjing Li","Dec 31, 2014"
GSE63513,"RNA-Seq of the BA9, BA40 and AMY for one typically developing individual #5407","Expression profiling by high throughput sequencing","Homo sapiens",3,,"XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63513/suppl",25549968,SRP050089,"Jingjing Li","Dec 31, 2014"
GSE62936,"RNA-Seq Analysis in hES/ iPS cell-derived neuronal samples","Expression profiling by high throughput sequencing","Homo sapiens",13,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62936/suppl",25555215,SRP049475,"Liheng Wang","Dec 30, 2014"
GSE64550,"shRNA knockdown of YAP1 in HCC364 cells, various drug conditions","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64550/suppl",,SRP051595,"Saurabh Asthana","Dec 30, 2014"
GSE58910,"Transcriptome analysis of oxdative-stress induced senescence in human astrocytes","Expression profiling by high throughput sequencing","Homo sapiens",4,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58910/suppl",27630559,SRP043644,"Sager Jayesh Gosai","Dec 27, 2014"
GSE60138,"SOX17 Is a Critical Specifier of Human Primordial Germ Cell Fate","Expression profiling by high throughput sequencing","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60138/suppl",25543152,SRP045294,"Sabine Dietmann","Dec 26, 2014"
GSE52666,"Distinct gene expression profiles between overt GIST and miniGIST","Expression profiling by high throughput sequencing","Homo sapiens",13,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52666/suppl",,SRP033276,"Xiangqian Guo","Dec 25, 2014"
GSE59841,"GIST cell cycle dysregulation is required for progression to high-risk disease but not for resistance to kinase inhibitors","Expression profiling by high throughput sequencing","Homo sapiens",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59841/suppl",,SRP044956,"Xiangqian Guo","Dec 25, 2014"
GSE53586,"A Salmonella-encoded microRNA-like RNA facilitates bacterial invasion and intracellular replication via suppressing host cell inducible nitric oxide synthase","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53586/suppl",,SRP034691,"Zhen Zhou","Dec 23, 2014"
GSE53638,"Characterization of differentiating adipose cells by high-throughput single-cell RNA-Seq","Expression profiling by high throughput sequencing","Homo sapiens",52,,"DAT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53638/suppl",,SRP034712,"Magali Soumillon","Dec 23, 2014"
GSE63397,"Ets homologous factor regulates pathways controlling response to injury in Calu-3 airway epithelial cells [RNA-seq]","Expression profiling by high throughput sequencing","Homo sapiens",33,,"DIFF","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63397/suppl",25414352,SRP049988,"Ann Harris","Dec 23, 2014"
GSE63400,"Ets homologous factor regulates pathways controlling response to injury in Calu-3 airway epithelial cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",40,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63400/suppl",25414352,,"Ann Harris","Dec 23, 2014"
GSE58507,"Genomewide analysis of the human p53 transcriptional network unveils a lncRNA tumor suppressor signature (RNA-seq)","Expression profiling by high throughput sequencing","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58507/suppl",25524025,SRP043273,"Maite Huarte","Dec 22, 2014"
GSE62675,"MiR-CLIP capture of a miRNA targetome uncovers a lincRNA H19-miR-106a interaction [I]","Expression profiling by high throughput sequencing;Other","Homo sapiens",8,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62675/suppl",25531890,SRP049235,"Jochen Imig","Dec 22, 2014"
GSE62677,"MiR-CLIP capture of a miRNA targetome uncovers a lincRNA H19-miR-106a interaction [II]","Expression profiling by high throughput sequencing;Other","Homo sapiens",8,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62677/suppl",25531890,SRP049236,"Jochen Imig","Dec 22, 2014"
GSE62678,"MiR-CLIP capture of a miRNA targetome uncovers a lincRNA H19-miR-106a interaction [III]","Expression profiling by high throughput sequencing","Homo sapiens",6,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62678/suppl",25531890,SRP049237,"Jochen Imig","Dec 22, 2014"
GSE62679,"MiR-CLIP capture of a miRNA targetome uncovers a lincRNA H19-miR-106a interaction [IV]","Expression profiling by high throughput sequencing","Homo sapiens",4,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62679/suppl",25531890,SRP049238,"Jochen Imig","Dec 22, 2014"
GSE62681,"MiR-CLIP capture of a miRNA targetome uncovers a lincRNA H19-miR-106a interaction","Expression profiling by high throughput sequencing;Other","Homo sapiens",26,,,,25531890,,"Jochen Imig","Dec 22, 2014"
GSE61742,"Impact of regulatory variation from RNA to protein","Expression profiling by high throughput sequencing","Homo sapiens",72,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61742/suppl",25657249,SRP047476,"Sidney Wang","Dec 19, 2014"
GSE58528,"Genomewide analysis of the human p53 transcriptional network unveils a lncRNA tumor suppressor signature","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",15,,"CEL;TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58528/suppl",25524025,,"Maite Huarte","Dec 18, 2014"
GSE60411,"AUTS2 confers transcriptional activation to PRC1 in the CNS","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",18,,"TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60411/suppl",25519132,,"Zhonghua Gao","Dec 18, 2014"
GSE62526,"Gene expression profiling of melanoma cell lines by high throughput sequencing","Expression profiling by high throughput sequencing","Homo sapiens",29,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62526/suppl",25502142,SRP049068,"Jennifer Tsoi","Dec 16, 2014"
GSE64185,"The activation of IL-1 induced enhancers depends on TAK1 kinase activity and NF-KB p65 [RNA-Seq]","Expression profiling by high throughput sequencing","Homo sapiens",2,,"DIFF;FPKM_TRACKING;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64185/suppl",25660023,SRP051170,"Marek Bartkuhn","Dec 16, 2014"
GSE64224,"The activation of IL-1 induced enhancers depends on TAK1 kinase activity and NF-KB p65","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",44,,"BW;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64224/suppl",25660023,,"Marek Bartkuhn","Dec 16, 2014"
GSE53330,"RNAseq Replicate experiments from PD38 and PD79 IMR90s","Expression profiling by high throughput sequencing","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53330/suppl",,SRP034163,"Shelley L Berger","Dec 15, 2014"
GSE53332,"Senescence leads to epigenomic disruption invoking hallmarks of reprogramming and pluripotency","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",8,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53332/suppl",,,"Shelley L Berger","Dec 15, 2014"
GSE63055,"7q11.23 dosage-dependent dysregulation in the human pluripotent state primes aberrant transcriptional programs in disease-relevant lineages (RNAseq)","Expression profiling by high throughput sequencing","Homo sapiens",57,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63055/suppl",25501393;27190234,SRP049593,"Giuseppe Testa","Dec 15, 2014"
GSE63058,"7q11.23 dosage-dependent dysregulation in the human pluripotent state primes aberrant transcriptional programs in disease-relevant lineages","Expression profiling by array;Expression profiling by high throughput sequencing;Genome variation profiling by SNP array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",139,,"BIGBED;BIGWIG;CEL;CYCHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63058/suppl",25501393,,"Giuseppe Testa","Dec 15, 2014"
GSE63755,"Defective removal of ribonucleotides from DNA promotes systemic autoimmunity","Expression profiling by high throughput sequencing","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63755/suppl",25500883,SRP050397,"Min Ae Lee-Kirsch","Dec 15, 2014"
GSE52201,"Lysine-Specific Demethylase 1 Has Dual Functions as a Major Regulator of Androgen Receptor Transcriptional Activity","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",5,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52201/suppl",25482560,SRP033511,"Housheng Hansen He","Dec 12, 2014"
GSE59703,"Browning of human adipocytes requires KLF11 and reprogramming of PPARγ super-enhancers","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BED;BEDGRAPH;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59703/suppl",25504365,SRP044756,"Anne Loft","Dec 12, 2014"
